national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical
448,IV,Lucario,Lucario,fighting,steel,Aura Pokémon,88.14,11.86,1.2,54.0,45,6400,70,110,70,115,70,90,"['Steadfast', 'Inner Focus', 'Justified (Hidden Ability)']",0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,0.0,0.0,0.0
449,IV,Hippopotas,Hippopotas,ground,,Hippo Pokémon,50.2,49.8,0.8,49.5,140,7680,68,72,78,38,42,32,"['Sand Stream', 'Sand Force (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
450,IV,Hippowdon,Kabaldon,ground,,Heavyweight Pokémon,50.2,49.8,2.0,300.0,60,7680,108,112,118,68,72,47,"['Sand Stream', 'Sand Force (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
451,IV,Skorupi,Scorupi,poison,bug,Scorpion Pokémon,50.2,49.8,0.8,12.0,120,5120,40,50,90,30,55,65,"['Battle Armor', 'Sniper', 'Keen Eye (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
452,IV,Drapion,Dorapion,poison,dark,Ogre Scorp Pokémon,50.2,49.8,1.3,61.5,45,5120,70,90,110,60,75,95,"['Battle Armor', 'Sniper', 'Keen Eye (Hidden Ability)']",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0.0,0.0,0.0
453,IV,Croagunk,Gureggru,poison,fighting,Toxic Mouth Pokémon,50.2,49.8,0.7,23.0,140,2560,48,61,40,61,40,50,"['Anticipation', 'Dry Skin', 'Poison Touch (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,0.0,0.0,0.0
454,IV,Toxicroak,Dokurog,poison,fighting,Toxic Mouth Pokémon,50.2,49.8,1.3,44.4,75,5120,83,106,65,86,65,85,"['Anticipation', 'Dry Skin', 'Poison Touch (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,0.0,0.0,0.0
455,IV,Carnivine,Muskippa,grass,,Bug Catcher Pokémon,50,50,1.4,27,200,6400,74,100,72,90,72,46,['Levitate'],1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
456,IV,Finneon,Keikouo,water,,Wing Fish Pokémon,50,50,0.4,7,190,5120,49,49,56,49,61,66,"['Swift Swim', 'Storm Drain', 'Water Veil (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
457,IV,Lumineon,Neolant,water,,Neon Pokémon,50,50,1.2,24,75,5120,69,69,76,69,86,91,"['Swift Swim', 'Storm Drain', 'Water Veil (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
458,IV,Mantyke,Tamanta,water,flying,Kite Pokémon,50.2,49.8,1.0,65.0,25,6400,45,20,50,60,120,50,"['Swift Swim', 'Water Absorb', 'Water Veil (Hidden Ability)']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
459,IV,Snover,Yukikaburi,grass,ice,Frosted Tree Pokémon,50.2,49.8,1.0,50.5,120,5120,60,62,50,62,60,40,"['Snow Warning', 'Soundproof (Hidden Ability)']",1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,0.0,0.0,0.0
460,IV,Abomasnow,Yukinooh,grass,ice,Frosted Tree Pokémon,50.2,49.8,2.2,135.5,60,5120,90,92,75,92,85,60,"['Snow Warning', 'Soundproof (Hidden Ability)']",1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,0.0,0.0,0.0
461,IV,Weavile,Manyula,dark,ice,Sharp Claw Pokémon,50.2,49.8,1.1,34.0,45,5120,70,120,65,45,85,125,"['Pressure', 'Pickpocket (Hidden Ability)']",1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2,0.0,0.0,0.0
462,IV,Magnezone,Jibacoil,electric,steel,Magnet Area Pokémon,,,1.2,180.0,30,5120,70,70,115,130,90,60,"['Magnet Pull', 'Sturdy', 'Analytic (Hidden Ability)']",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.0,0.0,0.0
463,IV,Lickilicky,Berobelt,normal,,Licking Pokémon,50.2,49.8,1.7,140.0,30,5120,110,85,95,80,95,50,"['Own Tempo', 'Oblivious', 'Cloud Nine (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
464,IV,Rhyperior,Dosidon,ground,rock,Drill Pokémon,50.2,49.8,2.4,282.8,30,5120,115,140,130,55,55,40,"['Lightning Rod', 'Solid Rock', 'Reckless (Hidden Ability)']",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.0,0.0,0.0
465,IV,Tangrowth,Mojumbo,grass,,Vine Pokémon,50.2,49.8,2.0,128.6,30,5120,100,100,125,110,50,50,"['Chlorophyll', 'Leaf Guard', 'Regenerator (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
466,IV,Electivire,Elekible,electric,,Thunderbolt Pokémon,75.49,24.51,1.8,138.6,30,6400,75,123,67,95,85,95,"['Motor Drive', 'Vital Spirit (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
467,IV,Magmortar,Booburn,fire,,Blast Pokémon,75.49,24.51,1.6,68.0,30,6400,75,95,67,125,95,83,"['Flame Body', 'Vital Spirit (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
468,IV,Togekiss,Togekiss,fairy,flying,Jubilee Pokémon,88.14,11.86,1.5,38.0,30,2560,85,50,95,120,115,80,"['Hustle', 'Serene Grace', 'Super Luck (Hidden Ability)']",1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,0.0,0.0,0.0
469,IV,Yanmega,Megayanma,bug,flying,Ogre Darner Pokémon,50,50,1.9,51.5,30,5120,86,76,86,116,56,95,"['Speed Boost', 'Tinted Lens', 'Frisk (Hidden Ability)']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.0,0.0,0.0
470,IV,Leafeon,Leafia,grass,,Verdant Pokémon,88.14,11.86,1.0,25.5,45,8960,65,110,130,60,65,95,"['Leaf Guard', 'Chlorophyll (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
471,IV,Glaceon,Glacia,ice,,Fresh Snow Pokémon,88.14,11.86,0.8,25.9,45,8960,65,60,110,130,95,65,"['Snow Cloak', 'Ice Body (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
472,IV,Gliscor,Glion,ground,flying,Fang Scorp Pokémon,50,50,2,42.5,30,5120,75,95,125,45,75,95,"['Hyper Cutter', 'Sand Veil', 'Poison Heal (Hidden Ability)']",1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,0.0,0.0,0.0
473,IV,Mamoswine,Mammoo,ice,ground,Twin Tusk Pokémon,50.2,49.8,2.5,291.0,50,5120,110,130,80,70,60,80,"['Oblivious', 'Snow Cloak', 'Thick Fat (Hidden Ability)']",1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,0.0,0.0,0.0
474,IV,Porygon-Z,Porygon-z,normal,,Virtual Pokémon,,,0.9,34.0,30,5120,85,80,70,135,75,90,"['Adaptability', 'Download', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
475,IV,Gallade,Erureido,psychic,fighting,Blade Pokémon,100,0,1.6,52.0,45,5120,68,125,65,65,115,80,"['Steadfast', 'Justified (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0.0,0.0,0.0
476,IV,Probopass,Dainose,rock,steel,Compass Pokémon,50,50,1.4,340,60,5120,60,55,145,75,150,40,"['Sturdy', 'Magnet Pull', 'Sand Force (Hidden Ability)']",0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0.0,0.0,0.0
477,IV,Dusknoir,Yonoir,ghost,,Gripper Pokémon,50.2,49.8,2.2,106.6,45,6400,45,100,135,65,135,45,"['Pressure', 'Frisk (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
478,IV,Froslass,Yukimenoko,ice,ghost,Snow Land Pokémon,0,100,1.3,26.6,75,5120,70,80,70,80,70,110,"['Snow Cloak', 'Cursed Body (Hidden Ability)']",0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1,0.0,0.0,0.0
479,IV,Rotom,Rotom,electric,ghost,Plasma Pokémon,,,0.3,0.3,45,5120,50,50,77,95,77,91,['Levitate'],0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1,0.0,0.0,0.0
480,IV,Uxie,Yuxie,psychic,,Knowledge Pokémon,,,0.3,0.3,3,20480,75,75,130,75,130,95,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.0,0.0,0.0
481,IV,Mesprit,Emrit,psychic,,Emotion Pokémon,,,0.3,0.3,3,20480,80,105,105,105,105,80,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.0,0.0,0.0
482,IV,Azelf,Agnome,psychic,,Willpower Pokémon,,,0.3,0.3,3,20480,75,125,70,125,70,115,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.0,0.0,0.0
483,IV,Dialga,Dialga,steel,dragon,Temporal Pokémon,,,5.4,683.0,3,30720,100,120,120,150,100,90,"['Pressure', 'Telepathy (Hidden Ability)']",0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.0,1.0,0.0
484,IV,Palkia,Palkia,water,dragon,Spatial Pokémon,,,4.2,336.0,3,30720,90,120,100,150,120,100,"['Pressure', 'Telepathy (Hidden Ability)']",1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,0.0,1.0,0.0
485,IV,Heatran,Heatran,fire,steel,Lava Dome Pokémon,50.2,49.8,1.7,430.0,3,2560,91,90,106,130,106,77,"['Flash Fire', 'Flame Body (Hidden Ability)']",0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25,1.0,0.0,0.0
486,IV,Regigigas,Regigigas,normal,,Colossal Pokémon,,,3.7,420.0,3,30720,110,160,110,80,110,100,['Slow Start'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0
487,IV,Giratina,Giratina,ghost,dragon,Renegade Pokémon,,,4.5,750.0,3,30720,150,100,120,100,120,90,"['Pressure', 'Telepathy (Hidden) (Altered Forme)', 'Levitate (Origin Forme)']",0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,0.0,1.0,0.0
488,IV,Cresselia,Cresselia,psychic,,Lunar Pokémon,0,100,1.5,85.6,3,30720,120,70,120,75,130,85,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.0,0.0,0.0
489,IV,Phione,Phione,water,,Sea Drifter Pokémon,,,0.4,3.1,30,10240,80,80,80,80,80,80,['Hydration'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,1.0
490,IV,Manaphy,Manaphy,water,,Seafaring Pokémon,,,0.3,1.4,3,2560,100,100,100,100,100,100,['Hydration'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,1.0
491,IV,Darkrai,Darkrai,dark,,Pitch-Black Pokémon,,,1.5,50.5,3,30720,70,90,90,135,90,125,['Bad Dreams'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,1.0
492,IV,Shaymin,Shaymin,grass,grass,Gratitude Pokémon,,,0.2,2.1,45,30720,100,100,100,100,100,100,"['Natural Cure (Land Forme)', 'Serene Grace (Sky Forme)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,1.0
493,IV,Arceus,Arceus,normal,,Alpha Pokémon,,,3.2,320,3,30720,120,120,120,120,120,120,['Multitype'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,1.0
494,V,Victini,Victini,psychic,fire,Victory Pokémon,,,0.4,4.0,3,30720,100,100,100,100,100,100,['Victory Star'],1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,0.0,0.0,1.0
495,V,Snivy,Tsutarja,grass,,Grass Snake Pokémon,88.1,11.9,0.6,8.1,45,5120,45,45,55,45,55,63,"['Overgrow', 'Contrary (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
496,V,Servine,Janovy,grass,,Grass Snake Pokémon,88.1,11.9,0.8,16,45,5120,60,60,75,60,75,83,"['Overgrow', 'Contrary (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
497,V,Serperior,Jalorda,grass,,Regal Pokémon,88.1,11.9,3.3,63,45,5120,75,75,95,75,95,113,"['Overgrow', 'Contrary (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
498,V,Tepig,Pokabu,fire,,Fire Pig Pokémon,88.1,11.9,0.5,9.9,45,5120,65,63,45,45,45,45,"['Blaze', 'Thick Fat (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
499,V,Pignite,Chaoboo,fire,fighting,Fire Pig Pokémon,88.1,11.9,1,55.5,45,5120,90,93,55,70,55,55,"['Blaze', 'Thick Fat (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.0,0.0,0.0
500,V,Emboar,Enbuoh,fire,fighting,Mega Fire Pig Pokémon,88.1,11.9,1.6,150,45,5120,110,123,65,100,65,65,"['Blaze', 'Reckless (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.0,0.0,0.0
501,V,Oshawott,Mijumaru,water,,Sea Otter Pokémon,88.1,11.9,0.5,5.9,45,5120,55,55,45,63,45,45,"['Torrent', 'Shell Armor (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
502,V,Dewott,Futachimaru,water,,Discipline Pokémon,88.1,11.9,0.8,24.5,45,5120,75,75,60,83,60,60,"['Torrent', 'Shell Armor (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
503,V,Samurott,Daikenki,water,,Formidable Pokémon,88.1,11.9,1.5,94.6,45,5120,95,100,85,108,70,70,"['Torrent', 'Shell Armor (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
504,V,Patrat,Minezumi,normal,,Scout Pokémon,50,50,0.5,11.6,255,3840,45,55,39,35,39,42,"['Run Away', 'Keen Eye', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
505,V,Watchog,Miruhog,normal,,Lookout Pokémon,50,50,1.1,27,255,5120,60,85,69,60,69,77,"['Illuminate', 'Keen Eye', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
506,V,Lillipup,Yorterrie,normal,,Puppy Pokémon,50.2,49.8,0.4,4.1,255,3840,45,60,45,25,45,55,"['Vital Spirit', 'Pickup', 'Run Away (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
507,V,Herdier,Herderrie,normal,,Loyal Dog Pokémon,50.2,49.8,0.9,14.7,120,3840,65,80,65,35,65,60,"['Intimidate', 'Sand Rush', 'Scrappy (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
508,V,Stoutland,Mooland,normal,,Big-Hearted Pokémon,50.2,49.8,1.2,61.0,45,3840,85,110,90,45,90,80,"['Intimidate', 'Sand Rush', 'Scrappy (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
509,V,Purrloin,Choroneko,dark,,Devious Pokémon,50.2,49.8,0.4,10.1,255,5120,41,50,37,50,37,66,"['Limber', 'Unburden', 'Prankster (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
510,V,Liepard,Lepardas,dark,,Cruel Pokémon,50.2,49.8,1.1,37.5,90,5120,64,88,50,88,50,106,"['Limber', 'Unburden', 'Prankster (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
511,V,Pansage,Yanappu,grass,,Grass Monkey Pokémon,88.1,11.9,0.6,10.5,190,5120,50,53,48,53,48,64,"['Gluttony', 'Overgrow (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
512,V,Simisage,Yanakkie,grass,,Thorn Monkey Pokémon,88.1,11.9,1.1,30.5,75,5120,75,98,63,98,63,101,"['Gluttony', 'Overgrow (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
513,V,Pansear,Baoppu,fire,,High Temp Pokémon,88.1,11.9,0.6,11,190,5120,50,53,48,53,48,64,"['Gluttony', 'Blaze (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
514,V,Simisear,Baokkie,fire,,Ember Pokémon,88.1,11.9,1,28,75,5120,75,98,63,98,63,101,"['Gluttony', 'Blaze (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
515,V,Panpour,Hiyappu,water,,Spray Pokémon,88.1,11.9,0.6,13.5,190,5120,50,53,48,53,48,64,"['Gluttony', 'Torrent (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
516,V,Simipour,Hiyakkie,water,,Geyser Pokémon,88.1,11.9,1,29,75,5120,75,98,63,98,63,101,"['Gluttony', 'Torrent (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
517,V,Munna,Munna,psychic,,Dream Eater Pokémon,50.2,49.8,0.6,23.3,190,2560,76,25,45,67,55,24,"['Forewarn', 'Synchronize', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
518,V,Musharna,Musharna,psychic,,Drowsing Pokémon,50.2,49.8,1.1,60.5,75,2560,116,55,85,107,95,29,"['Forewarn', 'Synchronize', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
519,V,Pidove,Mamepato,normal,flying,Tiny Pigeon Pokémon,50.2,49.8,0.3,2.1,255,3840,50,55,50,36,30,43,"['Big Pecks', 'Super Luck', 'Rivalry (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
520,V,Tranquill,Hatoboh,normal,flying,Wild Pigeon Pokémon,50.2,49.8,0.6,15.0,120,3840,62,77,62,50,42,65,"['Big Pecks', 'Super Luck', 'Rivalry (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
521,V,Unfezant,Kenhallow,normal,flying,Proud Pokémon,50.2,49.8,1.2,29.0,45,3840,80,115,80,65,55,93,"['Big Pecks', 'Super Luck', 'Rivalry (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
522,V,Blitzle,Shimama,electric,,Electrified Pokémon,50,50,0.8,29.8,190,5120,45,60,32,50,32,76,"['Lightning Rod', 'Motor Drive', 'Sap Sipper (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
523,V,Zebstrika,Zebraika,electric,,Thunderbolt Pokémon,50,50,1.6,79.5,75,5120,75,100,63,80,63,116,"['Lightning Rod', 'Motor Drive', 'Sap Sipper (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
524,V,Roggenrola,Dangoro,rock,,Mantle Pokémon,50.2,49.8,0.4,18.0,255,3840,55,75,85,25,25,15,"['Sturdy', 'Weak Armor', 'Sand Force (Hidden Ability)']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.0,0.0,0.0
525,V,Boldore,Gantle,rock,,Ore Pokémon,50.2,49.8,0.9,102.0,120,3840,70,105,105,50,40,20,"['Sturdy', 'Weak Armor', 'Sand Force (Hidden Ability)']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.0,0.0,0.0
526,V,Gigalith,Gigaiath,rock,,Compressed Pokémon,50.2,49.8,1.7,260.0,45,3840,85,135,130,60,80,25,"['Sturdy', 'Sand Stream', 'Sand Force (Hidden Ability)']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.0,0.0,0.0
527,V,Woobat,Koromori,psychic,flying,Bat Pokémon,50.2,49.8,0.4,2.1,190,3840,65,45,43,55,43,72,"['Unaware', 'Klutz', 'Simple (Hidden Ability)']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0.0,0.0,0.0
528,V,Swoobat,Kokoromori,psychic,flying,Courting Pokémon,50.2,49.8,0.9,10.5,45,3840,67,57,55,77,55,114,"['Unaware', 'Klutz', 'Simple (Hidden Ability)']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0.0,0.0,0.0
529,V,Drilbur,Mogurew,ground,,Mole Pokémon,50.2,49.8,0.3,8.5,120,5120,60,85,40,30,45,68,"['Sand Rush', 'Sand Force', 'Mold Breaker (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
530,V,Excadrill,Doryuzu,ground,steel,Subterrene Pokémon,50.2,49.8,0.7,40.4,60,5120,110,135,60,50,65,88,"['Sand Rush', 'Sand Force', 'Mold Breaker (Hidden Ability)']",0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0.0,0.0,0.0
531,V,Audino,Tabunne,normal,,Hearing Pokémon,50.2,49.8,1.1,31.0,255,5120,103,60,86,60,86,50,"['Healer', 'Regenerator', 'Klutz (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
532,V,Timburr,Dokkorer,fighting,,Muscular Pokémon,75.49,24.51,0.6,12.5,180,5120,75,80,55,25,35,35,"['Guts', 'Sheer Force', 'Iron Fist (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
533,V,Gurdurr,Dotekkotsu,fighting,,Muscular Pokémon,75.49,24.51,1.2,40.0,90,5120,85,105,85,40,50,40,"['Guts', 'Sheer Force', 'Iron Fist (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
534,V,Conkeldurr,Roubushin,fighting,,Muscular Pokémon,75.49,24.51,1.4,87.0,45,5120,105,140,95,55,65,45,"['Guts', 'Sheer Force', 'Iron Fist (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
535,V,Tympole,Otamaro,water,,Tadpole Pokémon,50.2,49.8,0.5,4.5,255,5120,50,50,40,50,40,64,"['Swift Swim', 'Hydration', 'Water Absorb (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
536,V,Palpitoad,Gamagaru,water,ground,Vibration Pokémon,50.2,49.8,0.8,17.0,120,5120,75,65,55,65,55,69,"['Swift Swim', 'Hydration', 'Water Absorb (Hidden Ability)']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.0,0.0,0.0
537,V,Seismitoad,Gamageroge,water,ground,Vibration Pokémon,50.2,49.8,1.5,62.0,45,5120,105,95,75,85,75,74,"['Swift Swim', 'Poison Touch', 'Water Absorb (Hidden Ability)']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.0,0.0,0.0
538,V,Throh,Nageki,fighting,,Judo Pokémon,100,0,1.3,55.5,45,5120,120,100,85,30,85,45,"['Guts', 'Inner Focus', 'Mold Breaker (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
539,V,Sawk,Dageki,fighting,,Karate Pokémon,100,0,1.4,51.0,45,5120,75,125,75,30,75,85,"['Sturdy', 'Inner Focus', 'Mold Breaker (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
540,V,Sewaddle,Kurumiru,bug,grass,Sewing Pokémon,50,50,0.3,2.5,255,3840,45,53,70,40,60,42,"['Swarm', 'Chlorophyll', 'Overcoat (Hidden Ability)']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.0,0.0,0.0
