national_number,english_name,stat_name,stat_value
117,Seadra,defense,95
118,Goldeen,defense,60
119,Seaking,defense,65
120,Staryu,defense,55
121,Starmie,defense,85
122,Mr. Mime,defense,65
123,Scyther,defense,80
124,Jynx,defense,35
125,Electabuzz,defense,57
126,Magmar,defense,57
127,Pinsir,defense,100
128,Tauros,defense,95
129,Magikarp,defense,55
130,Gyarados,defense,79
131,Lapras,defense,80
132,Ditto,defense,48
133,Eevee,defense,50
134,Vaporeon,defense,60
135,Jolteon,defense,60
136,Flareon,defense,60
137,Porygon,defense,70
138,Omanyte,defense,100
139,Omastar,defense,125
140,Kabuto,defense,90
141,Kabutops,defense,105
142,Aerodactyl,defense,65
143,Snorlax,defense,65
144,Articuno,defense,100
145,Zapdos,defense,85
146,Moltres,defense,90
147,Dratini,defense,45
148,Dragonair,defense,65
149,Dragonite,defense,95
150,Mewtwo,defense,90
151,Mew,defense,100
152,Chikorita,defense,65
153,Bayleef,defense,80
154,Meganium,defense,100
155,Cyndaquil,defense,43
156,Quilava,defense,58
157,Typhlosion,defense,78
158,Totodile,defense,64
159,Croconaw,defense,80
160,Feraligatr,defense,100
161,Sentret,defense,34
162,Furret,defense,64
163,Hoothoot,defense,30
164,Noctowl,defense,50
165,Ledyba,defense,30
166,Ledian,defense,50
167,Spinarak,defense,40
168,Ariados,defense,70
169,Crobat,defense,80
170,Chinchou,defense,38
171,Lanturn,defense,58
172,Pichu,defense,15
173,Cleffa,defense,28
174,Igglybuff,defense,15
175,Togepi,defense,65
176,Togetic,defense,85
177,Natu,defense,45
178,Xatu,defense,70
179,Mareep,defense,40
180,Flaaffy,defense,55
181,Ampharos,defense,85
182,Bellossom,defense,95
183,Marill,defense,50
184,Azumarill,defense,80
185,Sudowoodo,defense,115
186,Politoed,defense,75
187,Hoppip,defense,40
188,Skiploom,defense,50
189,Jumpluff,defense,70
190,Aipom,defense,55
191,Sunkern,defense,30
192,Sunflora,defense,55
193,Yanma,defense,45
194,Wooper,defense,45
195,Quagsire,defense,85
196,Espeon,defense,60
197,Umbreon,defense,110
198,Murkrow,defense,42
199,Slowking,defense,80
200,Misdreavus,defense,60
201,Unown,defense,48
202,Wobbuffet,defense,58
203,Girafarig,defense,65
204,Pineco,defense,90
205,Forretress,defense,140
206,Dunsparce,defense,70
207,Gligar,defense,105
208,Steelix,defense,200
209,Snubbull,defense,50
210,Granbull,defense,75
211,Qwilfish,defense,85
212,Scizor,defense,100
213,Shuckle,defense,230
214,Heracross,defense,75
215,Sneasel,defense,55
216,Teddiursa,defense,50
217,Ursaring,defense,75
218,Slugma,defense,40
219,Magcargo,defense,120
220,Swinub,defense,40
221,Piloswine,defense,80
222,Corsola,defense,95
223,Remoraid,defense,35
224,Octillery,defense,75
225,Delibird,defense,45
226,Mantine,defense,70
227,Skarmory,defense,140
228,Houndour,defense,30
229,Houndoom,defense,50
230,Kingdra,defense,95
231,Phanpy,defense,60
232,Donphan,defense,120
233,Porygon2,defense,90
234,Stantler,defense,62
235,Smeargle,defense,35
236,Tyrogue,defense,35
237,Hitmontop,defense,95
238,Smoochum,defense,15
239,Elekid,defense,37
240,Magby,defense,37
241,Miltank,defense,105
242,Blissey,defense,10
243,Raikou,defense,75
244,Entei,defense,85
245,Suicune,defense,115
246,Larvitar,defense,50
247,Pupitar,defense,70
248,Tyranitar,defense,110
249,Lugia,defense,130
250,Ho-Oh,defense,90
251,Celebi,defense,100
252,Treecko,defense,35
253,Grovyle,defense,45
254,Sceptile,defense,65
255,Torchic,defense,40
256,Combusken,defense,60
257,Blaziken,defense,70
258,Mudkip,defense,50
259,Marshtomp,defense,70
260,Swampert,defense,90
261,Poochyena,defense,35
262,Mightyena,defense,70
263,Zigzagoon,defense,41
264,Linoone,defense,61
265,Wurmple,defense,35
266,Silcoon,defense,55
267,Beautifly,defense,50
268,Cascoon,defense,55
269,Dustox,defense,70
270,Lotad,defense,30
271,Lombre,defense,50
272,Ludicolo,defense,70
273,Seedot,defense,50
274,Nuzleaf,defense,40
275,Shiftry,defense,60
276,Taillow,defense,30
277,Swellow,defense,60
278,Wingull,defense,30
279,Pelipper,defense,100
280,Ralts,defense,25
281,Kirlia,defense,35
282,Gardevoir,defense,65
283,Surskit,defense,32
284,Masquerain,defense,62
285,Shroomish,defense,60
286,Breloom,defense,80
287,Slakoth,defense,60
288,Vigoroth,defense,80
289,Slaking,defense,100
290,Nincada,defense,90
291,Ninjask,defense,45
292,Shedinja,defense,45
293,Whismur,defense,23
294,Loudred,defense,43
295,Exploud,defense,63
296,Makuhita,defense,30
297,Hariyama,defense,60
298,Azurill,defense,40
299,Nosepass,defense,135
300,Skitty,defense,45
301,Delcatty,defense,65
302,Sableye,defense,75
303,Mawile,defense,85
304,Aron,defense,100
305,Lairon,defense,140
306,Aggron,defense,180
307,Meditite,defense,55
308,Medicham,defense,75
309,Electrike,defense,40
310,Manectric,defense,60
311,Plusle,defense,40
312,Minun,defense,50
313,Volbeat,defense,75
314,Illumise,defense,75
315,Roselia,defense,45
316,Gulpin,defense,53
317,Swalot,defense,83
318,Carvanha,defense,20
319,Sharpedo,defense,40
320,Wailmer,defense,35
321,Wailord,defense,45
322,Numel,defense,40
323,Camerupt,defense,70
324,Torkoal,defense,140
325,Spoink,defense,35
326,Grumpig,defense,65
327,Spinda,defense,60
328,Trapinch,defense,45
329,Vibrava,defense,50
330,Flygon,defense,80
331,Cacnea,defense,40
332,Cacturne,defense,60
333,Swablu,defense,60
334,Altaria,defense,90
335,Zangoose,defense,60
336,Seviper,defense,60
337,Lunatone,defense,65
338,Solrock,defense,85
339,Barboach,defense,43
340,Whiscash,defense,73
341,Corphish,defense,65
342,Crawdaunt,defense,85
343,Baltoy,defense,55
344,Claydol,defense,105
345,Lileep,defense,77
346,Cradily,defense,97
347,Anorith,defense,50
348,Armaldo,defense,100
349,Feebas,defense,20
350,Milotic,defense,79
351,Castform,defense,70
352,Kecleon,defense,70
353,Shuppet,defense,35
354,Banette,defense,65
355,Duskull,defense,90
356,Dusclops,defense,130
357,Tropius,defense,83
358,Chimecho,defense,80
359,Absol,defense,60
360,Wynaut,defense,48
361,Snorunt,defense,50
362,Glalie,defense,80
363,Spheal,defense,50
364,Sealeo,defense,70
365,Walrein,defense,90
366,Clamperl,defense,85
367,Huntail,defense,105
368,Gorebyss,defense,105
369,Relicanth,defense,130
370,Luvdisc,defense,55
371,Bagon,defense,60
372,Shelgon,defense,100
373,Salamence,defense,80
374,Beldum,defense,80
375,Metang,defense,100
376,Metagross,defense,130
377,Regirock,defense,200
378,Regice,defense,100
379,Registeel,defense,150
380,Latias,defense,90
381,Latios,defense,80
382,Kyogre,defense,90
383,Groudon,defense,140
384,Rayquaza,defense,90
385,Jirachi,defense,100
386,Deoxys,defense,50
387,Turtwig,defense,64
388,Grotle,defense,85
389,Torterra,defense,105
390,Chimchar,defense,44
391,Monferno,defense,52
392,Infernape,defense,71
393,Piplup,defense,53
394,Prinplup,defense,68
395,Empoleon,defense,88
396,Starly,defense,30
397,Staravia,defense,50
398,Staraptor,defense,70
399,Bidoof,defense,40
400,Bibarel,defense,60
401,Kricketot,defense,41
402,Kricketune,defense,51
403,Shinx,defense,34
404,Luxio,defense,49
405,Luxray,defense,79
406,Budew,defense,35
407,Roserade,defense,65
408,Cranidos,defense,40
409,Rampardos,defense,60
410,Shieldon,defense,118
411,Bastiodon,defense,168
412,Burmy,defense,45
413,Wormadam,defense,85
414,Mothim,defense,50
415,Combee,defense,42
416,Vespiquen,defense,102
417,Pachirisu,defense,70
418,Buizel,defense,35
419,Floatzel,defense,55
420,Cherubi,defense,45
421,Cherrim,defense,70
422,Shellos,defense,48
423,Gastrodon,defense,68
424,Ambipom,defense,66
425,Drifloon,defense,34
426,Drifblim,defense,44
427,Buneary,defense,44
428,Lopunny,defense,84
429,Mismagius,defense,60
430,Honchkrow,defense,52
431,Glameow,defense,42
432,Purugly,defense,64
433,Chingling,defense,50
434,Stunky,defense,47
435,Skuntank,defense,67
436,Bronzor,defense,86
437,Bronzong,defense,116
438,Bonsly,defense,95
439,Mime Jr.,defense,45
440,Happiny,defense,5
441,Chatot,defense,45
442,Spiritomb,defense,108
443,Gible,defense,45
444,Gabite,defense,65
445,Garchomp,defense,95
446,Munchlax,defense,40
447,Riolu,defense,40
448,Lucario,defense,70
449,Hippopotas,defense,78
450,Hippowdon,defense,118
451,Skorupi,defense,90
452,Drapion,defense,110
453,Croagunk,defense,40
454,Toxicroak,defense,65
455,Carnivine,defense,72
456,Finneon,defense,56
457,Lumineon,defense,76
458,Mantyke,defense,50
459,Snover,defense,50
460,Abomasnow,defense,75
461,Weavile,defense,65
462,Magnezone,defense,115
463,Lickilicky,defense,95
464,Rhyperior,defense,130
465,Tangrowth,defense,125
466,Electivire,defense,67
467,Magmortar,defense,67
468,Togekiss,defense,95
469,Yanmega,defense,86
470,Leafeon,defense,130
471,Glaceon,defense,110
472,Gliscor,defense,125
473,Mamoswine,defense,80
474,Porygon-Z,defense,70
475,Gallade,defense,65
476,Probopass,defense,145
477,Dusknoir,defense,135
478,Froslass,defense,70
479,Rotom,defense,77
480,Uxie,defense,130
481,Mesprit,defense,105
482,Azelf,defense,70
483,Dialga,defense,120
484,Palkia,defense,100
485,Heatran,defense,106
486,Regigigas,defense,110
487,Giratina,defense,120
488,Cresselia,defense,120
489,Phione,defense,80
490,Manaphy,defense,100
491,Darkrai,defense,90
492,Shaymin,defense,100
493,Arceus,defense,120
494,Victini,defense,100
495,Snivy,defense,55
496,Servine,defense,75
497,Serperior,defense,95
498,Tepig,defense,45
499,Pignite,defense,55
500,Emboar,defense,65
501,Oshawott,defense,45
502,Dewott,defense,60
503,Samurott,defense,85
504,Patrat,defense,39
505,Watchog,defense,69
506,Lillipup,defense,45
507,Herdier,defense,65
508,Stoutland,defense,90
509,Purrloin,defense,37
510,Liepard,defense,50
511,Pansage,defense,48
512,Simisage,defense,63
513,Pansear,defense,48
514,Simisear,defense,63
515,Panpour,defense,48
516,Simipour,defense,63
517,Munna,defense,45
518,Musharna,defense,85
519,Pidove,defense,50
520,Tranquill,defense,62
521,Unfezant,defense,80
522,Blitzle,defense,32
523,Zebstrika,defense,63
524,Roggenrola,defense,85
525,Boldore,defense,105
526,Gigalith,defense,130
527,Woobat,defense,43
528,Swoobat,defense,55
529,Drilbur,defense,40
530,Excadrill,defense,60
531,Audino,defense,86
532,Timburr,defense,55
533,Gurdurr,defense,85
534,Conkeldurr,defense,95
535,Tympole,defense,40
536,Palpitoad,defense,55
537,Seismitoad,defense,75
538,Throh,defense,85
539,Sawk,defense,75
540,Sewaddle,defense,70
541,Swadloon,defense,90
542,Leavanny,defense,80
543,Venipede,defense,59
544,Whirlipede,defense,99
545,Scolipede,defense,89
546,Cottonee,defense,60
547,Whimsicott,defense,85
548,Petilil,defense,50
549,Lilligant,defense,75
550,Basculin,defense,65
551,Sandile,defense,35
552,Krokorok,defense,45
553,Krookodile,defense,80
554,Darumaka,defense,45
555,Darmanitan,defense,55
556,Maractus,defense,67
557,Dwebble,defense,85
558,Crustle,defense,125
559,Scraggy,defense,70
560,Scrafty,defense,115
561,Sigilyph,defense,80
562,Yamask,defense,85
563,Cofagrigus,defense,145
564,Tirtouga,defense,103
565,Carracosta,defense,133
566,Archen,defense,45
567,Archeops,defense,65
568,Trubbish,defense,62
569,Garbodor,defense,82
570,Zorua,defense,40
571,Zoroark,defense,60
572,Minccino,defense,40
573,Cinccino,defense,60
574,Gothita,defense,50
575,Gothorita,defense,70
576,Gothitelle,defense,95
577,Solosis,defense,40
578,Duosion,defense,50
579,Reuniclus,defense,75
580,Ducklett,defense,50
581,Swanna,defense,63
582,Vanillite,defense,50
583,Vanillish,defense,65
584,Vanilluxe,defense,85
585,Deerling,defense,50
586,Sawsbuck,defense,70
587,Emolga,defense,60
588,Karrablast,defense,45
589,Escavalier,defense,105
590,Foongus,defense,45
591,Amoonguss,defense,70
592,Frillish,defense,50
593,Jellicent,defense,70
594,Alomomola,defense,80
595,Joltik,defense,50
596,Galvantula,defense,60
597,Ferroseed,defense,91
598,Ferrothorn,defense,131
599,Klink,defense,70
600,Klang,defense,95
601,Klinklang,defense,115
602,Tynamo,defense,40
603,Eelektrik,defense,70
604,Eelektross,defense,80
605,Elgyem,defense,55
606,Beheeyem,defense,75
607,Litwick,defense,55
608,Lampent,defense,60
609,Chandelure,defense,90
610,Axew,defense,60
611,Fraxure,defense,70
612,Haxorus,defense,90
613,Cubchoo,defense,40
614,Beartic,defense,80
615,Cryogonal,defense,50
616,Shelmet,defense,85
617,Accelgor,defense,40
618,Stunfisk,defense,84
619,Mienfoo,defense,50
620,Mienshao,defense,60
621,Druddigon,defense,90
622,Golett,defense,50
623,Golurk,defense,80
624,Pawniard,defense,70
625,Bisharp,defense,100
626,Bouffalant,defense,95
627,Rufflet,defense,50
628,Braviary,defense,75
629,Vullaby,defense,75
630,Mandibuzz,defense,105
631,Heatmor,defense,66
632,Durant,defense,112
633,Deino,defense,50
634,Zweilous,defense,70
635,Hydreigon,defense,90
636,Larvesta,defense,55
637,Volcarona,defense,65
638,Cobalion,defense,129
639,Terrakion,defense,90
640,Virizion,defense,72
641,Tornadus,defense,70
642,Thundurus,defense,70
643,Reshiram,defense,100
644,Zekrom,defense,120
645,Landorus,defense,90
646,Kyurem,defense,90
647,Keldeo,defense,90
648,Meloetta,defense,77
649,Genesect,defense,95
650,Chespin,defense,65
651,Quilladin,defense,95
652,Chesnaught,defense,122
653,Fennekin,defense,40
654,Braixen,defense,58
655,Delphox,defense,72
656,Froakie,defense,40
657,Frogadier,defense,52
658,Greninja,defense,67
659,Bunnelby,defense,38
660,Diggersby,defense,77
661,Fletchling,defense,43
662,Fletchinder,defense,55
663,Talonflame,defense,71
664,Scatterbug,defense,40
665,Spewpa,defense,60
666,Vivillon,defense,50
667,Litleo,defense,58
668,Pyroar,defense,72
669,Flabébé,defense,39
670,Floette,defense,47
671,Florges,defense,68
672,Skiddo,defense,48
673,Gogoat,defense,62
674,Pancham,defense,62
675,Pangoro,defense,78
676,Furfrou,defense,60
677,Espurr,defense,54
678,Meowstic,defense,76
679,Honedge,defense,100
680,Doublade,defense,150
681,Aegislash,defense,140
682,Spritzee,defense,60
683,Aromatisse,defense,72
684,Swirlix,defense,66
685,Slurpuff,defense,86
686,Inkay,defense,53
687,Malamar,defense,88
688,Binacle,defense,67
689,Barbaracle,defense,115
690,Skrelp,defense,60
691,Dragalge,defense,90
692,Clauncher,defense,62
693,Clawitzer,defense,88
694,Helioptile,defense,33
695,Heliolisk,defense,52
696,Tyrunt,defense,77
697,Tyrantrum,defense,119
698,Amaura,defense,50
699,Aurorus,defense,72
700,Sylveon,defense,65
701,Hawlucha,defense,75
702,Dedenne,defense,57
703,Carbink,defense,150
704,Goomy,defense,35
705,Sliggoo,defense,53
706,Goodra,defense,70
707,Klefki,defense,91
708,Phantump,defense,48
709,Trevenant,defense,76
710,Pumpkaboo,defense,70
711,Gourgeist,defense,122
712,Bergmite,defense,85
713,Avalugg,defense,184
714,Noibat,defense,35
715,Noivern,defense,80
716,Xerneas,defense,95
717,Yveltal,defense,95
718,Zygarde,defense,121
719,Diancie,defense,150
720,Hoopa,defense,60
721,Volcanion,defense,120
722,Rowlet,defense,55
723,Dartrix,defense,75
724,Decidueye,defense,75
725,Litten,defense,40
726,Torracat,defense,50
727,Incineroar,defense,90
728,Popplio,defense,54
729,Brionne,defense,69
730,Primarina,defense,74
731,Pikipek,defense,30
732,Trumbeak,defense,50
733,Toucannon,defense,75
734,Yungoos,defense,30
735,Gumshoos,defense,60
736,Grubbin,defense,45
737,Charjabug,defense,95
738,Vikavolt,defense,90
739,Crabrawler,defense,57
740,Crabominable,defense,77
741,Oricorio,defense,70
742,Cutiefly,defense,40
743,Ribombee,defense,60
744,Rockruff,defense,40
745,Lycanroc,defense,65
746,Wishiwashi,defense,20
747,Mareanie,defense,62
748,Toxapex,defense,152
749,Mudbray,defense,70
750,Mudsdale,defense,100
751,Dewpider,defense,52
752,Araquanid,defense,92
753,Fomantis,defense,35
754,Lurantis,defense,90
755,Morelull,defense,55
756,Shiinotic,defense,80
757,Salandit,defense,40
758,Salazzle,defense,60
759,Stufful,defense,50
760,Bewear,defense,80
761,Bounsweet,defense,38
762,Steenee,defense,48
763,Tsareena,defense,98
764,Comfey,defense,90
765,Oranguru,defense,80
766,Passimian,defense,90
767,Wimpod,defense,40
768,Golisopod,defense,140
769,Sandygast,defense,80
770,Palossand,defense,110
771,Pyukumuku,defense,130
772,Type: Null,defense,95
773,Silvally,defense,95
774,Minior,defense,100
775,Komala,defense,65
776,Turtonator,defense,135
777,Togedemaru,defense,63
778,Mimikyu,defense,80
779,Bruxish,defense,70
780,Drampa,defense,85
781,Dhelmise,defense,100
782,Jangmo-o,defense,65
783,Hakamo-o,defense,90
784,Kommo-o,defense,125
785,Tapu Koko,defense,85
786,Tapu Lele,defense,75
787,Tapu Bulu,defense,115
788,Tapu Fini,defense,115
789,Cosmog,defense,31
790,Cosmoem,defense,131
791,Solgaleo,defense,107
792,Lunala,defense,89
793,Nihilego,defense,47
794,Buzzwole,defense,139
795,Pheromosa,defense,37
796,Xurkitree,defense,71
797,Celesteela,defense,103
798,Kartana,defense,131
799,Guzzlord,defense,53
800,Necrozma,defense,101
801,Magearna,defense,115
802,Marshadow,defense,80
803,Poipole,defense,67
804,Naganadel,defense,73
805,Stakataka,defense,211
806,Blacephalon,defense,53
807,Zeraora,defense,75
808,Meltan,defense,65
809,Melmetal,defense,143
810,Grookey,defense,50
811,Thwackey,defense,70
812,Rillaboom,defense,90
813,Scorbunny,defense,40
814,Raboot,defense,60
815,Cinderace,defense,75
816,Sobble,defense,40
817,Drizzile,defense,55
818,Inteleon,defense,65
819,Skwovet,defense,55
820,Greedent,defense,95
821,Rookidee,defense,35
822,Corvisquire,defense,55
823,Corviknight,defense,105
824,Blipbug,defense,20
825,Dottler,defense,80
826,Orbeetle,defense,110
827,Nickit,defense,28
828,Thievul,defense,58
829,Gossifleur,defense,60
830,Eldegoss,defense,90
831,Wooloo,defense,55
832,Dubwool,defense,100
833,Chewtle,defense,50
834,Drednaw,defense,90
835,Yamper,defense,50
836,Boltund,defense,60
837,Rolycoly,defense,50
838,Carkol,defense,90
839,Coalossal,defense,120
840,Applin,defense,80
841,Flapple,defense,80
842,Appletun,defense,80
843,Silicobra,defense,75
844,Sandaconda,defense,125
845,Cramorant,defense,55
846,Arrokuda,defense,40
847,Barraskewda,defense,60
848,Toxel,defense,35
849,Toxtricity,defense,70
850,Sizzlipede,defense,45
851,Centiskorch,defense,65
852,Clobbopus,defense,60
853,Grapploct,defense,90
854,Sinistea,defense,45
855,Polteageist,defense,65
856,Hatenna,defense,45
857,Hattrem,defense,65
858,Hatterene,defense,95
859,Impidimp,defense,30
860,Morgrem,defense,45
861,Grimmsnarl,defense,65
862,Obstagoon,defense,101
863,Perrserker,defense,100
864,Cursola,defense,50
865,Sirfetch'd,defense,95
866,Mr. Rime,defense,75
867,Runerigus,defense,145
868,Milcery,defense,40
869,Alcremie,defense,75
870,Falinks,defense,100
871,Pincurchin,defense,95
872,Snom,defense,35
873,Frosmoth,defense,60
874,Stonjourner,defense,135
875,Eiscue,defense,110
876,Indeedee,defense,55
877,Morpeko,defense,58
878,Cufant,defense,49
879,Copperajah,defense,69
880,Dracozolt,defense,90
881,Arctozolt,defense,90
882,Dracovish,defense,100
883,Arctovish,defense,100
884,Duraludon,defense,115
885,Dreepy,defense,30
886,Drakloak,defense,50
887,Dragapult,defense,75
888,Zacian,defense,115
889,Zamazenta,defense,115
890,Eternatus,defense,95
891,Kubfu,defense,60
892,Urshifu,defense,100
893,Zarude,defense,105
894,Regieleki,defense,50
895,Regidrago,defense,50
896,Glastrier,defense,130
897,Spectrier,defense,60
898,Calyrex,defense,80
899,Wyrdeer,defense,72
900,Kleavor,defense,95
901,Ursaluna,defense,105
902,Basculegion,defense,65
903,Sneasler,defense,60
904,Overqwil,defense,95
905,Enamorus,defense,70
906,Sprigatito,defense,54
907,Floragato,defense,63
908,Meowscarada,defense,70
909,Fuecoco,defense,59
910,Crocalor,defense,78
911,Skeledirge,defense,100
912,Quaxly,defense,45
913,Quaxwell,defense,65
914,Quaquaval,defense,80
915,Lechonk,defense,40
916,Oinkologne,defense,75
917,Tarountula,defense,45
918,Spidops,defense,92
919,Nymble,defense,40
920,Lokix,defense,78
921,Pawmi,defense,20
922,Pawmo,defense,40
923,Pawmot,defense,70
924,Tandemaus,defense,45
925,Maushold,defense,70
926,Fidough,defense,70
927,Dachsbun,defense,115
928,Smoliv,defense,45
929,Dolliv,defense,60
930,Arboliva,defense,90
931,Squawkabilly,defense,51
932,Nacli,defense,75
933,Naclstack,defense,100
934,Garganacl,defense,130
935,Charcadet,defense,40
936,Armarouge,defense,100
937,Ceruledge,defense,80
938,Tadbulb,defense,41
939,Bellibolt,defense,91
940,Wattrel,defense,35
941,Kilowattrel,defense,60
942,Maschiff,defense,60
943,Mabosstiff,defense,90
944,Shroodle,defense,35
945,Grafaiai,defense,65
946,Bramblin,defense,30
947,Brambleghast,defense,70
948,Toedscool,defense,35
949,Toedscruel,defense,65
950,Klawf,defense,115
951,Capsakid,defense,40
952,Scovillain,defense,65
953,Rellor,defense,60
954,Rabsca,defense,85
955,Flittle,defense,30
956,Espathra,defense,60
957,Tinkatink,defense,45
958,Tinkatuff,defense,55
959,Tinkaton,defense,77
960,Wiglett,defense,25
961,Wugtrio,defense,50
962,Bombirdier,defense,85
963,Finizen,defense,40
964,Palafin,defense,72
965,Varoom,defense,63
966,Revavroom,defense,90
967,Cyclizar,defense,65
968,Orthworm,defense,145
969,Glimmet,defense,42
970,Glimmora,defense,90
971,Greavard,defense,60
972,Houndstone,defense,100
973,Flamigo,defense,74
974,Cetoddle,defense,45
975,Cetitan,defense,65
976,Veluza,defense,73
977,Dondozo,defense,115
978,Tatsugiri,defense,60
979,Annihilape,defense,80
980,Clodsire,defense,60
981,Farigiraf,defense,70
982,Dudunsparce,defense,80
983,Kingambit,defense,120
984,Great Tusk,defense,131
985,Scream Tail,defense,99
986,Brute Bonnet,defense,99
987,Flutter Mane,defense,55
988,Slither Wing,defense,79
989,Sandy Shocks,defense,97
990,Iron Treads,defense,120
991,Iron Bundle,defense,114
992,Iron Hands,defense,108
993,Iron Jugulis,defense,86
994,Iron Moth,defense,60
995,Iron Thorns,defense,110
996,Frigibax,defense,45
997,Arctibax,defense,66
998,Baxcalibur,defense,92
999,Gimmighoul,defense,70
1000,Gholdengo,defense,95
1001,Wo-Chien,defense,100
1002,Chien-Pao,defense,80
1003,Ting-Lu,defense,125
1004,Chi-Yu,defense,80
1005,Roaring Moon,defense,71
1006,Iron Valiant,defense,90
1007,Koraidon,defense,115
1008,Miraidon,defense,100
1009,Walking Wake,defense,91
1010,Iron Leaves,defense,88
1011,Dipplin,defense,110
1012,Poltchageist,defense,45
1013,Sinistcha,defense,106
1014,Okidogi,defense,115
1015,Munkidori,defense,66
1016,Fezandipiti,defense,82
1017,Ogerpon,defense,84
1018,Archaludon,defense,130
1019,Hydrapple,defense,110
1020,Gouging Fire,defense,121
1021,Raging Bolt,defense,91
1022,Iron Boulder,defense,80
1023,Iron Crown,defense,100
1024,Terapagos,defense,85
1025,Pecharunt,defense,160
1,Bulbasaur,sp_attack,65
2,Ivysaur,sp_attack,80
3,Venusaur,sp_attack,100
4,Charmander,sp_attack,60
5,Charmeleon,sp_attack,80
6,Charizard,sp_attack,109
7,Squirtle,sp_attack,50
8,Wartortle,sp_attack,65
9,Blastoise,sp_attack,85
10,Caterpie,sp_attack,20
11,Metapod,sp_attack,25
12,Butterfree,sp_attack,90
13,Weedle,sp_attack,20
14,Kakuna,sp_attack,25
15,Beedrill,sp_attack,45
16,Pidgey,sp_attack,35
17,Pidgeotto,sp_attack,50
18,Pidgeot,sp_attack,70
19,Rattata,sp_attack,25
20,Raticate,sp_attack,50
21,Spearow,sp_attack,31
22,Fearow,sp_attack,61
23,Ekans,sp_attack,40
24,Arbok,sp_attack,65
25,Pikachu,sp_attack,50
26,Raichu,sp_attack,90
27,Sandshrew,sp_attack,20
28,Sandslash,sp_attack,45
29,Nidoran♀,sp_attack,40
30,Nidorina,sp_attack,55
31,Nidoqueen,sp_attack,75
32,Nidoran♂,sp_attack,40
33,Nidorino,sp_attack,55
34,Nidoking,sp_attack,85
35,Clefairy,sp_attack,60
36,Clefable,sp_attack,95
37,Vulpix,sp_attack,50
38,Ninetales,sp_attack,81
39,Jigglypuff,sp_attack,45
40,Wigglytuff,sp_attack,85
41,Zubat,sp_attack,30
42,Golbat,sp_attack,65
43,Oddish,sp_attack,75
44,Gloom,sp_attack,85
45,Vileplume,sp_attack,110
46,Paras,sp_attack,45
47,Parasect,sp_attack,60
48,Venonat,sp_attack,40
49,Venomoth,sp_attack,90
50,Diglett,sp_attack,35
51,Dugtrio,sp_attack,50
52,Meowth,sp_attack,40
53,Persian,sp_attack,65
54,Psyduck,sp_attack,65
55,Golduck,sp_attack,95
56,Mankey,sp_attack,35
57,Primeape,sp_attack,60
58,Growlithe,sp_attack,70
59,Arcanine,sp_attack,100
60,Poliwag,sp_attack,40
61,Poliwhirl,sp_attack,50
62,Poliwrath,sp_attack,70
63,Abra,sp_attack,105
64,Kadabra,sp_attack,120
65,Alakazam,sp_attack,135
66,Machop,sp_attack,35
67,Machoke,sp_attack,50
68,Machamp,sp_attack,65
69,Bellsprout,sp_attack,70
70,Weepinbell,sp_attack,85
71,Victreebel,sp_attack,100
72,Tentacool,sp_attack,50
73,Tentacruel,sp_attack,80
74,Geodude,sp_attack,30
75,Graveler,sp_attack,45
76,Golem,sp_attack,55
77,Ponyta,sp_attack,65
78,Rapidash,sp_attack,80
79,Slowpoke,sp_attack,40
80,Slowbro,sp_attack,100
81,Magnemite,sp_attack,95
82,Magneton,sp_attack,120
83,Farfetch'd,sp_attack,58
84,Doduo,sp_attack,35
85,Dodrio,sp_attack,60
86,Seel,sp_attack,45
87,Dewgong,sp_attack,70
88,Grimer,sp_attack,40
89,Muk,sp_attack,65
90,Shellder,sp_attack,45
91,Cloyster,sp_attack,85
92,Gastly,sp_attack,100
93,Haunter,sp_attack,115
94,Gengar,sp_attack,130
95,Onix,sp_attack,30
96,Drowzee,sp_attack,43
97,Hypno,sp_attack,73
98,Krabby,sp_attack,25
99,Kingler,sp_attack,50
100,Voltorb,sp_attack,55
101,Electrode,sp_attack,80
102,Exeggcute,sp_attack,60
103,Exeggutor,sp_attack,125
104,Cubone,sp_attack,40
105,Marowak,sp_attack,50
106,Hitmonlee,sp_attack,35
107,Hitmonchan,sp_attack,35
108,Lickitung,sp_attack,60
109,Koffing,sp_attack,60
110,Weezing,sp_attack,85
111,Rhyhorn,sp_attack,30
112,Rhydon,sp_attack,45
113,Chansey,sp_attack,35
114,Tangela,sp_attack,100
115,Kangaskhan,sp_attack,40
116,Horsea,sp_attack,70
117,Seadra,sp_attack,95
118,Goldeen,sp_attack,35
119,Seaking,sp_attack,65
120,Staryu,sp_attack,70
121,Starmie,sp_attack,100
122,Mr. Mime,sp_attack,100
123,Scyther,sp_attack,55
124,Jynx,sp_attack,115
125,Electabuzz,sp_attack,95
126,Magmar,sp_attack,100
127,Pinsir,sp_attack,55
128,Tauros,sp_attack,40
129,Magikarp,sp_attack,15
130,Gyarados,sp_attack,60
131,Lapras,sp_attack,85
132,Ditto,sp_attack,48
133,Eevee,sp_attack,45
134,Vaporeon,sp_attack,110
135,Jolteon,sp_attack,110
136,Flareon,sp_attack,95
137,Porygon,sp_attack,85
138,Omanyte,sp_attack,90
139,Omastar,sp_attack,115
140,Kabuto,sp_attack,55
141,Kabutops,sp_attack,65
