english_name,class_primary,class_secondary,attack,gen,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
Pichu,6,1,40.0,2.0,50.2,49.8,0.3,2.0,190.0,2560.0,20.0,15.0,35.0,35.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,9.0,2.0,5.0,0.0,0.0,0.0
Cleffa,8,1,25.0,2.0,24.9,75.1,0.3,3.0,150.0,2560.0,50.0,28.0,45.0,55.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0
Igglybuff,4,7,30.0,2.0,24.9,75.1,0.3,1.0,170.0,2560.0,90.0,15.0,40.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
Togepi,8,1,20.0,2.0,88.14,11.86,0.3,1.5,190.0,2560.0,35.0,65.0,40.0,65.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,4.0,16.0,3.0,5.0,0.0,0.0,0.0
Togetic,8,2,40.0,2.0,88.14,11.86,0.6,3.2,75.0,2560.0,55.0,85.0,80.0,105.0,40.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,1.0,9.0,3.0,5.0,0.0,0.0,0.0
Natu,10,2,50.0,2.0,50.2,49.8,0.2,2.0,190.0,5120.0,40.0,45.0,70.0,45.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Xatu,10,2,75.0,2.0,50.2,49.8,1.5,15.0,75.0,5120.0,65.0,70.0,95.0,70.0,95.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0
Mareep,6,1,40.0,2.0,50.0,50.0,0.6,7.8,235.0,5120.0,55.0,40.0,65.0,45.0,35.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,27.0,2.0,5.0,0.0,0.0,0.0
Flaaffy,6,1,55.0,2.0,50.0,50.0,0.8,13.3,120.0,5120.0,70.0,55.0,80.0,60.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0
Ampharos,6,1,75.0,2.0,50.0,50.0,1.4,61.5,45.0,5120.0,90.0,85.0,115.0,90.0,55.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,22.0,98.0,2.0,5.0,1.0,0.0,0.0
Bellossom,0,1,80.0,2.0,50.2,49.8,0.4,5.8,45.0,5120.0,75.0,95.0,90.0,100.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0
Marill,2,7,20.0,2.0,50.2,49.8,0.4,8.5,190.0,2560.0,70.0,50.0,20.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0
Azumarill,2,7,50.0,2.0,50.2,49.8,0.8,28.5,75.0,2560.0,100.0,80.0,60.0,80.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,2.0,23.0,3.0,5.0,0.0,0.0,0.0
Sudowoodo,11,1,100.0,2.0,50.2,49.8,1.2,38.0,65.0,5120.0,70.0,115.0,30.0,65.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,12.0,3.0,3.0,0.0,0.0,0.0
Politoed,2,1,75.0,2.0,50.2,49.8,1.1,33.9,45.0,5120.0,90.0,75.0,90.0,100.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,21.0,3.0,5.0,0.0,0.0,0.0
Hoppip,0,2,35.0,2.0,50.0,50.0,0.4,0.5,255.0,5120.0,35.0,40.0,35.0,55.0,50.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0
Skiploom,0,2,45.0,2.0,50.0,50.0,0.6,1.0,120.0,5120.0,55.0,50.0,45.0,65.0,80.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0
Jumpluff,0,2,55.0,2.0,50.0,50.0,0.8,3.0,45.0,5120.0,75.0,70.0,55.0,95.0,110.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,5.0,0.0,0.0,0.0
Aipom,4,1,70.0,2.0,50.0,50.0,0.8,11.5,45.0,5120.0,55.0,55.0,40.0,55.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,10.0,3.0,3.0,0.0,0.0,0.0
Sunkern,0,1,30.0,2.0,50.0,50.0,0.3,1.8,235.0,5120.0,30.0,30.0,30.0,30.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Sunflora,0,1,75.0,2.0,50.0,50.0,0.8,8.5,120.0,5120.0,75.0,55.0,105.0,85.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Yanma,3,2,65.0,2.0,50.0,50.0,1.2,38.0,75.0,5120.0,65.0,45.0,75.0,45.0,95.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0
Wooper,2,6,45.0,2.0,50.2,49.8,0.4,8.5,255.0,5120.0,55.0,45.0,25.0,25.0,15.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,6.0,46.0,3.0,3.0,0.0,0.0,0.0
Quagsire,2,6,85.0,2.0,50.2,49.8,1.4,75.0,90.0,5120.0,95.0,85.0,65.0,65.0,35.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,13.0,49.0,3.0,3.0,0.0,0.0,0.0
Espeon,10,1,65.0,2.0,88.14,11.86,0.9,26.5,45.0,8960.0,65.0,60.0,130.0,95.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,10.0,101.0,2.0,1.0,0.0,0.0,0.0
Umbreon,15,1,65.0,2.0,88.14,11.86,1.0,27.0,45.0,8960.0,95.0,110.0,60.0,130.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,41.0,176.0,2.0,1.0,0.0,0.0,0.0
Murkrow,15,2,85.0,2.0,50.0,50.0,0.5,2.1,30.0,5120.0,60.0,42.0,85.0,42.0,91.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,9.0,3.0,3.0,0.0,0.0,0.0
Slowking,2,10,75.0,2.0,50.2,49.8,2.0,79.5,70.0,5120.0,95.0,80.0,100.0,110.0,30.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0
Misdreavus,12,1,60.0,2.0,50.0,50.0,0.7,1.0,45.0,6400.0,60.0,60.0,85.0,85.0,85.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4.0,22.0,1.0,3.0,0.0,0.0,0.0
Unown,10,1,72.0,2.0,0.0,0.0,0.5,5.0,225.0,10240.0,48.0,48.0,72.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0
Wobbuffet,10,1,33.0,2.0,50.2,49.8,1.3,28.5,45.0,5120.0,190.0,58.0,33.0,58.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,14.0,2.0,3.0,0.0,0.0,0.0
Girafarig,4,10,80.0,2.0,50.0,50.0,1.5,41.5,60.0,5120.0,70.0,65.0,90.0,65.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0
Pineco,3,1,65.0,2.0,50.0,50.0,0.6,7.2,190.0,5120.0,50.0,90.0,35.0,35.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
Forretress,3,11,90.0,2.0,50.0,50.0,1.2,125.8,75.0,5120.0,75.0,140.0,60.0,60.0,40.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,13.0,2.0,3.0,0.0,0.0,0.0
Dunsparce,4,1,70.0,2.0,50.2,49.8,1.5,14.0,190.0,5120.0,100.0,70.0,65.0,65.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0
Gligar,7,2,75.0,2.0,50.0,50.0,1.1,64.8,60.0,5120.0,65.0,105.0,35.0,65.0,85.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0
Snubbull,8,1,80.0,2.0,24.6,75.4,0.6,7.8,190.0,5120.0,60.0,50.0,40.0,40.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Granbull,8,1,120.0,2.0,24.6,75.4,1.4,48.7,75.0,5120.0,90.0,75.0,60.0,60.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Qwilfish,2,0,95.0,2.0,50.2,49.8,0.5,3.9,45.0,5120.0,65.0,85.0,55.0,55.0,85.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,1.0,0.0,0.0,0.0
Scizor,3,11,130.0,2.0,50.2,49.8,1.8,118.0,25.0,6400.0,70.0,100.0,55.0,80.0,65.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,22.0,131.0,3.0,3.0,1.0,0.0,0.0
Shuckle,3,13,10.0,2.0,50.2,49.8,0.6,20.5,190.0,5120.0,20.0,230.0,10.0,230.0,5.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,11.0,31.0,3.0,1.0,0.0,0.0,0.0
Heracross,3,9,125.0,2.0,50.2,49.8,1.5,54.0,45.0,6400.0,80.0,75.0,40.0,95.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,18.0,66.0,3.0,1.0,1.0,0.0,0.0
Sneasel,15,5,95.0,2.0,50.2,49.8,0.9,28.0,60.0,5120.0,55.0,55.0,35.0,75.0,115.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,5.0,20.0,3.0,3.0,0.0,0.0,0.0
Teddiursa,4,1,80.0,2.0,50.0,50.0,0.6,8.8,120.0,5120.0,60.0,50.0,50.0,50.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,3.0,3.0,0.0,0.0,0.0
Ursaring,4,1,130.0,2.0,50.0,50.0,1.8,125.8,60.0,5120.0,90.0,75.0,75.0,75.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,3.0,0.0,0.0,0.0
Slugma,1,1,40.0,2.0,50.0,50.0,0.7,35.0,190.0,5120.0,40.0,40.0,70.0,40.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.0,4.0,3.0,3.0,0.0,0.0,0.0
Magcargo,1,13,50.0,2.0,50.0,50.0,0.8,55.0,75.0,5120.0,60.0,120.0,90.0,80.0,30.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,3.0,3.0,0.0,0.0,0.0
Swinub,13,6,50.0,2.0,50.2,49.8,0.4,6.5,225.0,5120.0,50.0,40.0,30.0,30.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0
Piloswine,13,6,100.0,2.0,50.2,49.8,1.1,55.8,75.0,5120.0,100.0,80.0,60.0,60.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0
Corsola,2,13,55.0,2.0,24.9,75.1,0.6,5.0,60.0,5120.0,65.0,95.0,65.0,95.0,35.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0
Remoraid,2,1,65.0,2.0,50.2,49.8,0.6,12.0,190.0,5120.0,35.0,35.0,65.0,35.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Octillery,2,1,105.0,2.0,50.2,49.8,0.9,28.5,75.0,5120.0,75.0,75.0,105.0,75.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,8.0,3.0,3.0,0.0,0.0,0.0
Delibird,13,2,55.0,2.0,50.2,49.8,0.9,16.0,45.0,5120.0,45.0,45.0,65.0,45.0,75.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0
Mantine,2,2,40.0,2.0,50.2,49.8,2.1,220.0,25.0,6400.0,85.0,70.0,80.0,140.0,70.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0
Skarmory,16,2,80.0,2.0,50.2,49.8,1.7,50.5,25.0,6400.0,65.0,140.0,40.0,70.0,70.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,6.0,22.0,3.0,1.0,0.0,0.0,0.0
Houndour,15,12,60.0,2.0,50.0,50.0,0.6,10.8,120.0,5120.0,45.0,30.0,80.0,50.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0
Houndoom,15,12,90.0,2.0,50.0,50.0,1.4,35.0,45.0,5120.0,75.0,50.0,110.0,80.0,95.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,12.0,57.0,3.0,3.0,1.0,0.0,0.0
Kingdra,2,15,95.0,2.0,50.2,49.8,1.8,152.0,45.0,5120.0,75.0,95.0,95.0,95.0,85.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,3.0,31.0,3.0,5.0,0.0,0.0,0.0
Phanpy,7,1,60.0,2.0,50.0,50.0,0.5,33.5,120.0,5120.0,90.0,60.0,40.0,40.0,40.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,13.0,2.0,3.0,0.0,0.0,0.0
Donphan,7,1,120.0,2.0,50.0,50.0,1.1,120.0,60.0,5120.0,90.0,120.0,60.0,60.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,25.0,2.0,3.0,0.0,0.0,0.0
Porygon2,4,1,80.0,2.0,0.0,0.0,0.6,32.5,45.0,5120.0,85.0,90.0,105.0,95.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,26.0,3.0,5.0,0.0,0.0,0.0
Stantler,4,1,95.0,2.0,50.0,50.0,1.4,71.2,45.0,5120.0,73.0,62.0,85.0,65.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Smeargle,4,1,20.0,2.0,50.0,50.0,1.2,58.0,45.0,5120.0,55.0,35.0,20.0,45.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,1.0,0.0,0.0,0.0
Tyrogue,9,1,35.0,2.0,100.0,0.0,0.7,21.0,75.0,6400.0,35.0,35.0,35.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0
Hitmontop,9,1,95.0,2.0,100.0,0.0,1.4,48.0,45.0,6400.0,50.0,95.0,35.0,110.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0
Smoochum,13,10,30.0,2.0,0.0,100.0,0.4,6.0,45.0,6400.0,45.0,15.0,85.0,65.0,65.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Elekid,6,1,63.0,2.0,75.49,24.51,0.6,23.5,45.0,6400.0,45.0,37.0,65.0,55.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0
Magby,1,1,75.0,2.0,75.49,24.51,0.7,21.4,45.0,6400.0,45.0,37.0,70.0,55.0,83.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Miltank,4,1,80.0,2.0,0.0,100.0,1.2,75.5,45.0,5120.0,95.0,105.0,40.0,70.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0
Blissey,4,1,10.0,2.0,0.0,100.0,1.5,46.8,30.0,10240.0,255.0,10.0,75.0,135.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,5.0,0.0,0.0,0.0
Raikou,6,1,85.0,2.0,0.0,0.0,1.9,178.0,3.0,20480.0,90.0,75.0,115.0,100.0,115.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0
Entei,1,1,115.0,2.0,0.0,0.0,2.1,198.0,3.0,20480.0,115.0,85.0,90.0,75.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,6.0,2.0,1.0,0.0,0.0,1.0
Suicune,2,1,75.0,2.0,0.0,0.0,2.0,187.0,3.0,20480.0,100.0,115.0,90.0,115.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,9.0,59.0,2.0,1.0,0.0,0.0,1.0
Larvitar,11,6,64.0,2.0,50.2,49.8,0.6,72.0,45.0,10240.0,50.0,50.0,45.0,50.0,41.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,5.0,0.0,0.0,0.0
Pupitar,11,6,84.0,2.0,50.2,49.8,1.2,152.0,45.0,10240.0,70.0,70.0,65.0,70.0,51.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
Treecko,0,1,45.0,3.0,88.14,11.86,0.5,5.0,45.0,5120.0,40.0,35.0,65.0,55.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,2.0,5.0,0.0,0.0,0.0
Grovyle,0,1,65.0,3.0,88.14,11.86,0.9,21.6,45.0,5120.0,50.0,45.0,85.0,65.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,24.0,2.0,5.0,0.0,0.0,0.0
Sceptile,0,1,85.0,3.0,88.14,11.86,1.7,52.2,45.0,5120.0,70.0,65.0,105.0,85.0,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,106.0,2.0,5.0,1.0,0.0,0.0
Torchic,1,1,60.0,3.0,88.14,11.86,0.4,2.5,45.0,5120.0,45.0,40.0,70.0,50.0,45.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,17.0,2.0,5.0,0.0,0.0,0.0
Combusken,1,9,85.0,3.0,88.14,11.86,0.9,19.5,45.0,5120.0,60.0,60.0,85.0,60.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0
Blaziken,1,9,120.0,3.0,88.14,11.86,1.9,52.0,45.0,5120.0,80.0,70.0,110.0,70.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,28.0,123.0,2.0,5.0,1.0,0.0,0.0
Mudkip,2,1,70.0,3.0,88.14,11.86,0.4,7.6,45.0,5120.0,50.0,50.0,50.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,23.0,96.0,2.0,5.0,0.0,0.0,0.0
Marshtomp,2,6,85.0,3.0,88.14,11.86,0.7,28.0,45.0,5120.0,70.0,70.0,60.0,70.0,50.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0
Swampert,2,6,110.0,3.0,88.14,11.86,1.5,81.9,45.0,5120.0,100.0,90.0,85.0,90.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,30.0,140.0,2.0,5.0,1.0,0.0,0.0
