gen,english_name,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity,class_primary,class_secondary
5.0,Munna,50.2,49.8,0.6,23.3,190.0,2560.0,76.0,25.0,45.0,67.0,55.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,10,1
5.0,Musharna,50.2,49.8,1.1,60.5,75.0,2560.0,116.0,55.0,85.0,107.0,95.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,10,1
5.0,Pidove,50.2,49.8,0.3,2.1,255.0,3840.0,50.0,55.0,50.0,36.0,30.0,43.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0,4,2
5.0,Tranquill,50.2,49.8,0.6,15.0,120.0,3840.0,62.0,77.0,62.0,50.0,42.0,65.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,4,2
5.0,Unfezant,50.2,49.8,1.2,29.0,45.0,3840.0,80.0,115.0,80.0,65.0,55.0,93.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,4,2
5.0,Blitzle,50.0,50.0,0.8,29.8,190.0,5120.0,45.0,60.0,32.0,50.0,32.0,76.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,6,1
5.0,Zebstrika,50.0,50.0,1.6,79.5,75.0,5120.0,75.0,100.0,63.0,80.0,63.0,116.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,6,1
5.0,Roggenrola,50.2,49.8,0.4,18.0,255.0,3840.0,55.0,75.0,85.0,25.0,25.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,11,1
5.0,Boldore,50.2,49.8,0.9,102.0,120.0,3840.0,70.0,105.0,105.0,50.0,40.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,11,1
5.0,Gigalith,50.2,49.8,1.7,260.0,45.0,3840.0,85.0,135.0,130.0,60.0,80.0,25.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,13.0,3.0,5.0,0.0,0.0,0.0,11,1
5.0,Woobat,50.2,49.8,0.4,2.1,190.0,3840.0,65.0,45.0,43.0,55.0,43.0,72.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,10,2
5.0,Swoobat,50.2,49.8,0.9,10.5,45.0,3840.0,67.0,57.0,55.0,77.0,55.0,114.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,10,2
5.0,Drilbur,50.2,49.8,0.3,8.5,120.0,5120.0,60.0,85.0,40.0,30.0,45.0,68.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,7,1
5.0,Excadrill,50.2,49.8,0.7,40.4,60.0,5120.0,110.0,135.0,60.0,50.0,65.0,88.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0.0,15.0,3.0,3.0,0.0,0.0,0.0,7,11
5.0,Audino,50.2,49.8,1.1,31.0,255.0,5120.0,103.0,60.0,86.0,60.0,86.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,4,1
5.0,Timburr,75.49,24.51,0.6,12.5,180.0,5120.0,75.0,80.0,55.0,25.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,9,1
5.0,Gurdurr,75.49,24.51,1.2,40.0,90.0,5120.0,85.0,105.0,85.0,40.0,50.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,9,1
5.0,Conkeldurr,75.49,24.51,1.4,87.0,45.0,5120.0,105.0,140.0,95.0,55.0,65.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,6.0,3.0,5.0,0.0,0.0,0.0,9,1
5.0,Tympole,50.2,49.8,0.5,4.5,255.0,5120.0,50.0,50.0,40.0,50.0,40.0,64.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,2,1
5.0,Palpitoad,50.2,49.8,0.8,17.0,120.0,5120.0,75.0,65.0,55.0,65.0,55.0,69.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,2,6
5.0,Seismitoad,50.2,49.8,1.5,62.0,45.0,5120.0,105.0,95.0,75.0,85.0,75.0,74.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,2,6
5.0,Throh,100.0,0.0,1.3,55.5,45.0,5120.0,120.0,100.0,85.0,30.0,85.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,9,1
5.0,Sawk,100.0,0.0,1.4,51.0,45.0,5120.0,75.0,125.0,75.0,30.0,75.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,9,1
5.0,Sewaddle,50.0,50.0,0.3,2.5,255.0,3840.0,45.0,53.0,70.0,40.0,60.0,42.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,5.0,0.0,0.0,0.0,3,8
5.0,Swadloon,50.0,50.0,0.5,7.3,120.0,3840.0,55.0,63.0,90.0,50.0,80.0,42.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,3.0,5.0,0.0,0.0,0.0,3,8
5.0,Leavanny,50.0,50.0,1.2,20.5,45.0,3840.0,75.0,103.0,80.0,70.0,80.0,92.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,18.0,3.0,5.0,0.0,0.0,0.0,3,8
5.0,Venipede,50.2,49.8,0.4,5.3,255.0,3840.0,30.0,45.0,59.0,30.0,39.0,57.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,3.0,5.0,0.0,0.0,0.0,3,0
5.0,Whirlipede,50.2,49.8,1.2,58.5,120.0,3840.0,40.0,55.0,99.0,40.0,79.0,47.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.0,3.0,3.0,5.0,0.0,0.0,0.0,3,0
5.0,Scolipede,50.2,49.8,2.5,200.5,45.0,5120.0,60.0,100.0,89.0,55.0,69.0,112.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,5.0,44.0,3.0,5.0,0.0,0.0,0.0,3,0
5.0,Cottonee,50.2,49.8,0.3,0.6,190.0,5120.0,40.0,27.0,60.0,37.0,50.0,66.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,7
5.0,Whimsicott,50.2,49.8,0.7,6.6,75.0,5120.0,60.0,67.0,85.0,77.0,75.0,116.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,5.0,28.0,3.0,3.0,0.0,0.0,0.0,0,7
5.0,Petilil,0.0,100.0,0.5,6.6,190.0,5120.0,45.0,35.0,50.0,70.0,50.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,1
5.0,Lilligant,0.0,100.0,1.1,16.3,75.0,5120.0,70.0,60.0,75.0,110.0,75.0,90.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,37.0,3.0,3.0,0.0,0.0,0.0,0,1
5.0,Basculin,50.2,49.8,1.0,18.0,25.0,10240.0,70.0,92.0,65.0,80.0,55.0,98.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2,1
5.0,Sandile,50.2,49.8,0.7,15.2,180.0,5120.0,50.0,72.0,35.0,35.0,35.0,65.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,7,3
5.0,Krokorok,50.2,49.8,1.0,33.4,90.0,5120.0,60.0,82.0,45.0,45.0,45.0,74.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,7,3
5.0,Krookodile,50.2,49.8,1.5,96.3,45.0,5120.0,95.0,117.0,80.0,65.0,70.0,92.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,10.0,56.0,3.0,5.0,0.0,0.0,0.0,7,3
5.0,Darumaka,50.2,49.8,0.6,37.5,120.0,5120.0,70.0,90.0,45.0,15.0,45.0,50.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1,5
5.0,Darmanitan,50.2,49.8,1.3,92.9,60.0,5120.0,105.0,140.0,55.0,30.0,55.0,95.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,6.0,15.0,2.0,3.0,0.0,0.0,0.0,1,12
5.0,Maractus,50.2,49.8,1.0,28.0,255.0,5120.0,75.0,86.0,67.0,106.0,67.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,0.0,0.0,0.0,0,1
5.0,Dwebble,50.2,49.8,0.3,14.5,190.0,5120.0,50.0,65.0,85.0,35.0,35.0,55.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,3,13
5.0,Crustle,50.2,49.8,1.4,200.0,75.0,5120.0,70.0,105.0,125.0,65.0,75.0,45.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,3.0,3.0,0.0,0.0,0.0,3,13
5.0,Scraggy,50.2,49.8,0.6,11.8,180.0,3840.0,50.0,75.0,70.0,35.0,70.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,15,9
5.0,Scrafty,50.2,49.8,1.1,30.0,90.0,3840.0,65.0,90.0,115.0,45.0,115.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,3.0,14.0,3.0,3.0,0.0,0.0,0.0,15,9
5.0,Sigilyph,50.2,49.8,1.4,14.0,45.0,5120.0,72.0,58.0,80.0,103.0,80.0,97.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,0.0,0.0,10,2
5.0,Yamask,50.2,49.8,0.5,1.5,190.0,6400.0,38.0,30.0,85.0,55.0,65.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,12,6
5.0,Cofagrigus,50.2,49.8,1.7,76.5,90.0,6400.0,58.0,50.0,145.0,95.0,105.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,3.0,0.0,0.0,0.0,12,1
5.0,Tirtouga,88.14,11.86,0.7,16.5,45.0,7680.0,54.0,78.0,103.0,53.0,45.0,22.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2,13
5.0,Carracosta,88.14,11.86,1.2,81.0,45.0,7680.0,74.0,108.0,133.0,83.0,65.0,32.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2,13
5.0,Archen,88.14,11.86,0.5,9.5,45.0,7680.0,55.0,112.0,45.0,74.0,45.0,70.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,11,2
5.0,Archeops,88.14,11.86,1.4,32.0,45.0,7680.0,75.0,140.0,65.0,112.0,65.0,110.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0,3.0,0.0,0.0,0.0,11,2
5.0,Trubbish,50.2,49.8,0.6,31.0,190.0,5120.0,50.0,50.0,62.0,40.0,62.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,3.0,0.0,0.0,0.0,5,1
5.0,Garbodor,50.2,49.8,1.9,107.3,60.0,5120.0,80.0,95.0,82.0,60.0,82.0,75.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.0,3.0,3.0,0.0,1.0,0.0,5,1
5.0,Zorua,88.14,11.86,0.7,12.5,75.0,6400.0,40.0,65.0,40.0,80.0,40.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,7.0,36.0,1.0,3.0,0.0,0.0,0.0,15,1
5.0,Zoroark,88.14,11.86,1.6,81.1,45.0,5120.0,60.0,105.0,60.0,120.0,60.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,12.0,64.0,1.0,3.0,0.0,0.0,0.0,15,1
5.0,Minccino,24.9,75.1,0.4,5.8,255.0,3840.0,55.0,50.0,40.0,40.0,40.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,3.0,0.0,0.0,0.0,4,1
5.0,Cinccino,24.9,75.1,0.5,7.5,60.0,3840.0,75.0,95.0,60.0,65.0,60.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,3.0,3.0,0.0,0.0,0.0,4,1
5.0,Gothita,24.9,75.1,0.4,5.8,200.0,5120.0,45.0,30.0,50.0,55.0,65.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Gothorita,24.9,75.1,0.7,18.0,100.0,5120.0,60.0,45.0,70.0,75.0,85.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Gothitelle,24.9,75.1,1.5,44.0,50.0,5120.0,70.0,55.0,95.0,95.0,110.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Solosis,50.2,49.8,0.3,1.0,200.0,5120.0,45.0,30.0,40.0,105.0,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Duosion,50.2,49.8,0.6,8.0,100.0,5120.0,65.0,40.0,50.0,125.0,60.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Reuniclus,50.2,49.8,1.0,20.1,50.0,5120.0,110.0,65.0,75.0,125.0,85.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,36.0,3.0,5.0,0.0,0.0,0.0,10,1
5.0,Ducklett,50.0,50.0,0.5,5.5,190.0,5120.0,62.0,44.0,50.0,44.0,50.0,55.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2,2
5.0,Swanna,50.0,50.0,1.3,24.2,45.0,5120.0,75.0,87.0,63.0,87.0,63.0,98.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2,2
5.0,Vanillite,50.2,49.8,0.4,5.7,255.0,5120.0,36.0,50.0,50.0,65.0,60.0,44.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,13,1
5.0,Vanillish,50.2,49.8,1.1,41.0,120.0,5120.0,51.0,65.0,65.0,80.0,75.0,59.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,13,1
5.0,Vanilluxe,50.2,49.8,1.3,57.5,45.0,5120.0,71.0,95.0,85.0,110.0,95.0,79.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,0.0,0.0,0.0,13,1
5.0,Deerling,50.0,50.0,0.6,19.5,190.0,5120.0,60.0,60.0,50.0,40.0,50.0,75.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,4,8
5.0,Sawsbuck,50.0,50.0,1.9,92.5,75.0,5120.0,80.0,100.0,70.0,60.0,70.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,15.0,3.0,3.0,0.0,0.0,0.0,4,8
5.0,Emolga,50.2,49.8,0.4,5.0,200.0,5120.0,55.0,75.0,60.0,75.0,60.0,103.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3.0,14.0,2.0,1.0,0.0,0.0,0.0,6,2
5.0,Karrablast,50.2,49.8,0.5,5.9,200.0,3840.0,50.0,75.0,45.0,40.0,45.0,60.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3,1
5.0,Escavalier,50.2,49.8,1.0,33.0,75.0,3840.0,70.0,135.0,105.0,60.0,105.0,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,5.0,3.0,3.0,0.0,0.0,0.0,3,11
5.0,Foongus,50.2,49.8,0.2,1.0,190.0,5120.0,69.0,55.0,45.0,55.0,55.0,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0,0
5.0,Amoonguss,50.2,49.8,0.6,10.5,75.0,5120.0,114.0,85.0,70.0,85.0,80.0,30.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0,0
5.0,Frillish,50.2,49.8,1.2,33.0,190.0,5120.0,55.0,40.0,50.0,65.0,85.0,40.0,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2,16
5.0,Jellicent,50.2,49.8,2.2,135.0,60.0,5120.0,100.0,60.0,70.0,85.0,105.0,60.0,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,2,16
5.0,Alomomola,50.0,50.0,1.2,31.6,75.0,10240.0,165.0,75.0,80.0,40.0,45.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2,1
5.0,Joltik,50.2,49.8,0.1,0.6,190.0,5120.0,50.0,47.0,50.0,57.0,50.0,65.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,8.0,33.0,3.0,3.0,0.0,0.0,0.0,3,4
5.0,Galvantula,50.2,49.8,0.8,14.3,75.0,5120.0,70.0,77.0,60.0,97.0,60.0,108.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,48.0,3.0,3.0,0.0,0.0,0.0,3,4
5.0,Ferroseed,50.2,49.8,0.6,18.8,255.0,5120.0,44.0,50.0,91.0,24.0,86.0,10.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0,11
5.0,Ferrothorn,50.2,49.8,1.0,110.0,90.0,5120.0,74.0,94.0,131.0,54.0,116.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,2.0,15.0,2.0,3.0,0.0,0.0,0.0,0,11
5.0,Klink,0.0,0.0,0.3,21.0,130.0,5120.0,40.0,55.0,70.0,45.0,60.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,3.0,3.0,5.0,0.0,0.0,0.0,16,1
5.0,Klang,0.0,0.0,0.6,51.0,60.0,5120.0,60.0,80.0,95.0,70.0,85.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,3.0,5.0,0.0,0.0,0.0,16,1
